date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:10	83612/83612	---MC-	200	added ('OK')	application/javascript	date:Fri,%2005%20Feb%202016%2000:53:16%20GMT	http://www.onyxsports.co/static/javascript/5a104e61.jquery.min.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/5a104e61.jquery.min.js	(from http://www.onyxsports.co/)
09:42:12	21303/21303	---MC-	200	added ('OK')	application/javascript	date:Thu,%2023%20Aug%202018%2002:48:05%20GMT	http://www.onyxsports.co/static/javascript/800f7598.jquery.movingboxes.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/800f7598.jquery.movingboxes.js	(from http://www.onyxsports.co/)
09:42:12	4757/4757	---MC-	200	added ('OK')	application/javascript	date:Thu,%2016%20Aug%202018%2021:53:37%20GMT	http://www.onyxsports.co/static/javascript/6c0edab4.jquery.easing.1.2.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/6c0edab4.jquery.easing.1.2.js	(from http://www.onyxsports.co/)
09:42:13	2875/2875	---MC-	200	added ('OK')	application/javascript	date:Wed,%2004%20Nov%202015%2021:30:10%20GMT	http://www.onyxsports.co/static/javascript/7b7d3868.bootstrap-image-gallery.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/7b7d3868.bootstrap-image-gallery.js	(from http://www.onyxsports.co/)
09:42:14	125/125	---M--	200	added ('OK')	image/png	etag:%225afd494f-7d%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:15	4694/4694	---M--	200	added ('OK')	image/png	etag:%225afd494f-1256%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:15	71254/71254	---MC-	200	added ('OK')	application/javascript	date:Fri,%2005%20Feb%202016%2000:53:16%20GMT	http://www.onyxsports.co/static/javascript/9ac8305e.bootstrap.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/javascript/9ac8305e.bootstrap.js	(from http://www.onyxsports.co/)
09:42:15	123/123	---M--	200	added ('OK')	image/png	etag:%225afd494f-7b%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_100_f6f6f6_1x400.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:16	192/192	---M--	200	added ('OK')	image/png	etag:%225afd494f-c0%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_100_fdf5ce_1x400.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_100_fdf5ce_1x400.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:16	73/73	---M--	200	added ('OK')	image/png	etag:%225afd494f-49%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_65_ffffff_1x400.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_glass_65_ffffff_1x400.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:16	166/166	---M--	200	added ('OK')	image/png	etag:%225afd494f-a6%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
